First_Name,Last_Name,Department,Role,Hire Date,Base Salary,Monthly Sales,Sales Target,Commission Rate,Commission Earned,Customer Rating,Customer Complaints,Employee Satisfaction Score,Manager Name,Sales Performance Status 1,Sales Performance Status 2,Customer Handling Rating 2
Casey,Rodriguez,Sales,Account Manager,4/17/2022,45707,185022,92416,0.069671786,12890.81,5,7,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Ryan,Holmes,Finance,Accountant,1/20/2021,84087,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Adrian,Vega,Customer Support,Customer Service Rep,12/31/2017,42041,,,,,5,7,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Matthew,Curtis,HR,HR Manager,6/27/2022,80235,,,,,,,69,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Michelle,White,Sales,Sales Manager,7/23/2015,70188,35125,85129,0.05041467,1770.82,4,7,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Kari,Gonzales,Customer Support,Support Specialist,12/14/2016,50689,,,,,1,4,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Gary,Wilson,Finance,Accountant,08/09/2020,65286,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Adrian,Palmer,IT,IT Support,2/27/2019,103953,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Jo,Moore,HR,HR Manager,10/17/2015,85061,,,,,,,85,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Stephen,Diaz,HR,Recruiter,03/03/2016,80714,,,,,,,83,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Michelle,Nelson,Customer Support,Support Specialist,12/22/2023,63248,,,,,4,6,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Troy,Garrett,Finance,Accountant,7/31/2019,58253,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Richard,Scott,HR,HR Manager,12/23/2023,75898,,,,,,,74,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Mrs. Crystal,Ryan,HR,HR Manager,5/15/2023,57113,,,,,,,94,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Robert,Smith,Finance,Financial Analyst,02/08/2016,72187,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Veronica,Rodriguez,IT,IT Support,10/17/2022,101618,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Nancy,Maldonado,Customer Support,Call Center Agent,7/27/2016,50180,,,,,3,4,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Alyssa,Le,IT,Data Analyst,1/18/2019,98712,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Lauren,Barnes,Finance,Accountant,05/04/2019,105672,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Mallory,Smith,HR,Recruiter,01/06/2022,59211,,,,,,,84,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Daniel,Barr,HR,HR Coordinator,6/15/2022,89582,,,,,,,66,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Heather,Smith,Sales,Account Manager,06/11/2022,79343,139742,162135,0.040079674,5600.81,2,9,,Bryan Burnett,Meets Expectations,Meets Expectations,Needs Improvement
Derek,Torres,IT,Software Engineer,02/04/2023,97395,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Kenneth,Ryan,Marketing,Marketing Analyst,08/01/2016,73394,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Alexander,Sanchez,HR,HR Coordinator,02/04/2016,81165,,,,,,,86,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Jennifer,Holmes,IT,Software Engineer,06/04/2017,61965,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Paul,Peterson,Operations,Procurement Specialist,04/05/2022,50561,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Tiffany,Wallace,Customer Support,Customer Service Rep,04/05/2020,58175,,,,,5,9,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Julie,Beltran,Finance,Auditor,09/08/2019,77095,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Christina,Richardson,IT,Data Analyst,10/23/2018,62016,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Vickie,Larson,HR,HR Coordinator,06/03/2021,78043,,,,,,,75,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Denise,Norton,HR,Recruiter,09/04/2020,87247,,,,,,,60,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Matthew,Gonzalez,IT,Data Analyst,05/01/2020,78722,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Scott,Brown,Finance,Accountant,8/25/2017,74509,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Jane,Smith,HR,HR Manager,9/30/2015,61920,,,,,,,86,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Meredith,Jensen,Operations,Procurement Specialist,2/18/2023,100988,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Brett,Andrews,HR,Recruiter,1/15/2022,93696,,,,,,,78,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Adam,Perry,HR,HR Manager,7/25/2020,45887,,,,,,,60,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Alison,Spencer,Operations,Logistics Coordinator,6/13/2020,67059,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Savannah,Sanchez,Finance,Auditor,9/15/2018,89782,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Angelica,Mitchell,Sales,Sales Manager,5/13/2020,54457,176450,132856,0.045254964,7985.24,4,9,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Scott,Hays,IT,Data Analyst,9/24/2016,70792,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Pamela,Mitchell,Marketing,SEO Specialist,6/29/2017,66942,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Samantha,Garner,Customer Support,Call Center Agent,05/04/2023,45161,,,,,3,0,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
James,Larson,Operations,Logistics Coordinator,3/19/2021,104366,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Valerie Reid,Md,Finance,Financial Analyst,4/28/2023,82690,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Kenneth,Phillips,Marketing,Content Strategist,10/07/2020,63890,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Michelle,Hernandez,Sales,Sales Executive,10/27/2023,50414,67128,58232,0.022221668,1491.7,2,1,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Matthew,Romero,IT,IT Support,6/13/2020,117400,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Dr. Bob Palmer,Dds,IT,Software Engineer,3/28/2019,100099,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Jordan,Kidd,Marketing,Marketing Analyst,3/17/2023,61246,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Timothy,Moore,Operations,Procurement Specialist,09/02/2019,85659,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Craig,Soto,Operations,Procurement Specialist,4/26/2020,104724,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Robert,Erickson,Customer Support,Support Specialist,10/25/2018,55280,,,,,1,2,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Christopher,Powers,Customer Support,Call Center Agent,11/10/2015,66691,,,,,2,7,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Jeffery,Arnold,Marketing,Marketing Analyst,12/22/2022,59996,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Robert,Torres,Operations,Operations Manager,4/19/2020,95133,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Edward,Randall,HR,HR Coordinator,6/30/2019,80397,,,,,,,68,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Marie,Lopez,HR,HR Manager,4/29/2017,62937,,,,,,,69,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Allen,White,Sales,Account Manager,5/17/2023,78221,63610,80372,0.055900225,3555.81,5,4,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Heather,Burton,HR,HR Manager,7/28/2020,90078,,,,,,,77,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Wanda,Cook,Marketing,Marketing Analyst,7/19/2019,75927,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Joseph,Ortiz,HR,Recruiter,07/12/2018,66025,,,,,,,80,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Anthony,Harris,Finance,Financial Analyst,09/04/2021,57075,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Andrew,Mayer,Sales,Sales Manager,03/04/2022,54822,244724,145417,0.042211332,10330.13,5,6,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Douglas,Kennedy,Operations,Logistics Coordinator,05/09/2017,79081,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Teresa,Dawson,HR,HR Coordinator,08/03/2023,74451,,,,,,,88,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Daniel,Mcbride,Customer Support,Support Specialist,3/24/2022,37543,,,,,3,4,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Ryan,Jackson,HR,HR Manager,06/09/2022,65553,,,,,,,79,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Thomas,Harris,Operations,Operations Manager,11/02/2017,73625,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Melissa,Palmer,Marketing,Content Strategist,5/29/2015,79703,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Mr. Brian,Gardner,Finance,Auditor,1/30/2022,109841,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Jessica,Harris,Operations,Logistics Coordinator,08/10/2022,95078,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Jose,Hamilton,Operations,Logistics Coordinator,4/15/2022,73005,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Brent,Joyce,Marketing,Content Strategist,11/30/2021,50493,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Morgan,Robinson,IT,Data Analyst,11/22/2023,73230,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Kevin,Salazar,Marketing,SEO Specialist,7/13/2019,57665,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Maria,Shaw,Sales,Sales Manager,11/21/2023,64566,73367,180784,0.029915691,2194.82,2,7,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Ashley,Moore,Sales,Sales Executive,08/04/2017,83001,75632,130782,0.068744595,5199.29,4,0,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Michael,Jones,HR,HR Manager,12/01/2016,59584,,,,,,,92,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Joseph,Short,Marketing,Content Strategist,07/03/2018,51944,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Jason,Kirby,Marketing,Content Strategist,12/01/2023,60238,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Raymond,Green,Marketing,Content Strategist,04/08/2019,61071,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Justin,Sherman,HR,HR Coordinator,11/02/2017,78855,,,,,,,98,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Larry,Brewer,Marketing,Marketing Analyst,09/09/2017,67931,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Charles,Wise,Finance,Auditor,11/05/2017,82057,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Christine,Chavez,Finance,Financial Analyst,7/21/2022,67620,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Cody,Cunningham,Marketing,SEO Specialist,5/30/2017,46726,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Christopher,Hernandez,HR,HR Coordinator,07/11/2021,81541,,,,,,,65,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
John,Ortiz,Operations,Operations Manager,04/05/2015,85325,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Casey,Fuller,Customer Support,Call Center Agent,4/23/2016,44985,,,,,3,5,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Patricia,Moon,HR,Recruiter,11/29/2018,77378,,,,,,,62,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Krista,Smith,Sales,Account Manager,07/12/2016,60534,90882,100666,0.042091464,3825.36,4,9,,Bryan Burnett,Meets Expectations,Meets Expectations,Needs Improvement
Christopher,Flores,Marketing,Content Strategist,10/13/2015,53613,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Angel,Smith,Operations,Procurement Specialist,8/25/2017,76835,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Kristen,Dougherty,HR,HR Manager,03/03/2019,82692,,,,,,,65,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Randy,Jackson,Finance,Accountant,02/07/2018,109100,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Nathan,Lawson,Marketing,SEO Specialist,12/29/2018,64418,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Emily,Pacheco,IT,Software Engineer,12/15/2021,83633,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Kyle Sanchez,Dds,HR,Recruiter,1/28/2023,53264,,,,,,,74,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Ronald,Smith,Sales,Sales Executive,3/31/2023,87962,21895,129096,0.048610926,1064.34,3,2,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Shawn,Jordan,IT,Software Engineer,1/13/2018,58571,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Jonathon,Guzman,Marketing,Marketing Analyst,9/23/2016,78139,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Julie,Bishop,Marketing,Content Strategist,02/07/2019,83972,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Mr. Kevin,Silva,IT,Data Analyst,05/12/2016,83355,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Andrew,Hopkins,Marketing,Marketing Analyst,01/05/2021,49253,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Brandon,James,HR,HR Coordinator,7/30/2016,78191,,,,,,,64,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Brian,Roberts,IT,IT Support,2/15/2020,65427,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Julie,Williams,Finance,Financial Analyst,12/16/2020,98475,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Christopher,Fisher,IT,Software Engineer,11/07/2016,118538,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Jason,Hunt,IT,Software Engineer,01/12/2017,79646,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Cindy,Middleton,Operations,Logistics Coordinator,9/15/2021,91177,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Valerie,Huff,Marketing,Content Strategist,06/03/2015,66523,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Pamela,Hunter,HR,HR Coordinator,1/30/2019,78967,,,,,,,83,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Randy,Torres,Finance,Auditor,07/11/2018,55419,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Sheri,Watkins,Sales,Sales Manager,4/18/2015,66502,20854,198943,0.065829599,1372.81,1,3,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Don Miller,Dds,Marketing,Marketing Analyst,12/13/2022,62923,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Michelle,Wilkins,Sales,Sales Manager,3/31/2018,59901,88405,187890,0.055470712,4903.89,2,0,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Samuel,Brown,HR,HR Coordinator,12/10/2021,64045,,,,,,,90,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Rachel,Montoya,Operations,Logistics Coordinator,4/24/2015,90124,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Amy,Juarez,Sales,Sales Executive,03/09/2015,72641,177913,89799,0.041046502,7302.71,4,7,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Christopher,Lamb,IT,Software Engineer,11/18/2023,90489,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Perry,Warner,HR,HR Manager,11/13/2019,81470,,,,,,,90,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Taylor,Hoffman,HR,HR Coordinator,10/18/2018,60792,,,,,,,64,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Jennifer,Ford,Finance,Accountant,12/04/2020,71611,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Brendan,Williams,Sales,Account Manager,7/13/2022,73003,153024,173863,0.020312496,3108.3,3,8,,Bryan Burnett,Meets Expectations,Meets Expectations,Needs Improvement
Daniel,Riley,Finance,Financial Analyst,6/23/2016,108783,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Jasmine,Bowers,Finance,Financial Analyst,9/25/2018,92098,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Tara,Gonzalez,HR,Recruiter,05/11/2018,54657,,,,,,,99,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Patricia,Mccullough,HR,HR Coordinator,9/21/2017,45283,,,,,,,94,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Ronald,Hart,HR,Recruiter,10/03/2023,87865,,,,,,,93,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Megan,Williamson,Marketing,Marketing Analyst,11/06/2019,70890,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Christina,Parker,Sales,Sales Executive,12/11/2022,61107,85009,116103,0.038711101,3290.79,1,2,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Lisa,Davis,Sales,Account Manager,02/03/2018,51292,241894,140086,0.040180941,9719.53,2,4,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Erika,Bullock,HR,Recruiter,03/10/2023,48359,,,,,,,63,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Kristin,Newton,HR,Recruiter,7/19/2019,54462,,,,,,,70,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Sheila,Watkins,Finance,Financial Analyst,12/17/2022,84141,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Samuel,Morse,Finance,Auditor,3/21/2016,98127,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Michelle Holland,Dvm,Marketing,SEO Specialist,11/30/2021,68207,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Mckenzie,Hodges,Finance,Financial Analyst,11/06/2019,57357,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Mary,Morales,Marketing,Marketing Analyst,1/14/2015,67359,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
